Column1,Column2,Column3,label
Alys Arryn,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Rhaegel Targaryen,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Aegor Rivers,ALLIED_WITH,House Bracken of Stone Hedge,ALLIED_WITH
Edmund Waxley,ALLIED_WITH,House Waxley of Wickenden,ALLIED_WITH
Raymun Fossoway,ALLIED_WITH,House Fossoway of New Barrel,ALLIED_WITH
Alyn Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Elyn Norridge,ALLIED_WITH,House Tyrell of Highgarden,ALLIED_WITH
Janna Tyrell,ALLIED_WITH,House Fossoway of New Barrel,ALLIED_WITH
Utherydes Wayn,ALLIED_WITH,House Tully of Riverrun,ALLIED_WITH
Danos Slynt,ALLIED_WITH,House Slynt of Harrenhal,ALLIED_WITH
Maldon Massey,ALLIED_WITH,House Massey of Stonedance,ALLIED_WITH
Boremund Harlaw,ALLIED_WITH,House Harlaw of Harridan Hill,ALLIED_WITH
Bors,ALLIED_WITH,House Nymeros Martell of Sunspear,ALLIED_WITH
Lucas Codd,ALLIED_WITH,House Codd,ALLIED_WITH
Lucas Tyrell,ALLIED_WITH,House Tyrell of Highgarden,ALLIED_WITH
Otto Hightower,ALLIED_WITH,House Hightower of the Hightower,ALLIED_WITH
Myria Jordayne,ALLIED_WITH,House Jordayne of the Tor,ALLIED_WITH
Lancel Lannister,ALLIED_WITH,House Lannister of Darry,ALLIED_WITH
Torrhen Karstark,ALLIED_WITH,House Karstark of Karhold,ALLIED_WITH
Owen Inchfield,ALLIED_WITH,House Inchfield,ALLIED_WITH
Baelish,ALLIED_WITH,House Corbray of Heart's Home,ALLIED_WITH
Elwood Meadows,ALLIED_WITH,House Meadows of Grassy Vale,ALLIED_WITH
Rolph Spicer,ALLIED_WITH,House Spicer of Castamere,ALLIED_WITH
Tion Frey,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Addam Velaryon,ALLIED_WITH,House Velaryon of Driftmark,ALLIED_WITH
Beron Blacktyde,ALLIED_WITH,House Blacktyde of Blacktyde,ALLIED_WITH
Gwayne Gaunt,ALLIED_WITH,House Gaunt,ALLIED_WITH
Pycelle,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Leo Tyrell,ALLIED_WITH,House Tyrell of Highgarden,ALLIED_WITH
Bethany Bolton,ALLIED_WITH,House Ryswell of the Rills,ALLIED_WITH
Harrold Westerling,ALLIED_WITH,House Westerling of the Crag,ALLIED_WITH
Nymeria,ALLIED_WITH,House Nymeros Martell of Sunspear,ALLIED_WITH
Dick Crabb,ALLIED_WITH,House Crabb,ALLIED_WITH
Daeron Targaryen,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Teora Kyndall,ALLIED_WITH,House Kyndall,ALLIED_WITH
Dontos Hollard,ALLIED_WITH,House Hollard,ALLIED_WITH
Bryce Caron,ALLIED_WITH,House Caron of Nightsong,ALLIED_WITH
Maron Nymeros Martell,ALLIED_WITH,House Nymeros Martell of Sunspear,ALLIED_WITH
Viserys Plumm,ALLIED_WITH,House Plumm,ALLIED_WITH
Mylenda Caron,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Dickon Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Benedict Broom,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Polliver,ALLIED_WITH,House Clegane,ALLIED_WITH
Daena Targaryen,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Edwyn Stark,ALLIED_WITH,House Stark of Winterfell,ALLIED_WITH
Lorent Tyrell,ALLIED_WITH,House Tyrell of Highgarden,ALLIED_WITH
Albar Royce,ALLIED_WITH,House Royce of the Gates of the Moon,ALLIED_WITH
Daella Targaryen,ALLIED_WITH,House Targaryen of King's Landing,ALLIED_WITH
Falena Stokeworth,ALLIED_WITH,House Lothston of Harrenhal,ALLIED_WITH
Wat,ALLIED_WITH,House Lannister of Casterly Rock,ALLIED_WITH
Lorent Caswell,ALLIED_WITH,House Caswell of Bitterbridge,ALLIED_WITH
Buford Bulwer,ALLIED_WITH,House Bulwer of Blackcrown,ALLIED_WITH
Myles,ALLIED_WITH,House Nymeros Martell of Sunspear,ALLIED_WITH
Arwood Frey,ALLIED_WITH,House Frey of the Crossing,ALLIED_WITH
Hoare,ALLIED_WITH,House Hoare of Orkmont,ALLIED_WITH
Wynafryd Manderly,ALLIED_WITH,House Manderly of White Harbor,ALLIED_WITH
Edmund Ambrose,ALLIED_WITH,House Ambrose,ALLIED_WITH
Vardis Egen,ALLIED_WITH,House Egen,ALLIED_WITH
Herrock Kenning,ALLIED_WITH,House Kenning of Kayce,ALLIED_WITH
Maddy,ALLIED_WITH,House Arryn of the Eyrie,ALLIED_WITH
Robar Royce,ALLIED_WITH,House Royce of Runestone,ALLIED_WITH
House Shett of Gull Tower,IN_REGION,The Vale,IN_REGION
House Algood,IN_REGION,The Westerlands,IN_REGION
House Lannett,IN_REGION,The Westerlands,IN_REGION
House Ruthermont,IN_REGION,The Vale,IN_REGION
House Hersy of Newkeep,IN_REGION,The Vale,IN_REGION
House Shepherd,IN_REGION,Iron Islands,IN_REGION
House Goodbrother of Corpse Lake,IN_REGION,Iron Islands,IN_REGION
House Falwell,IN_REGION,The Westerlands,IN_REGION
House Long,IN_REGION,The North,IN_REGION
House Wynch of Iron Holt,IN_REGION,Iron Islands,IN_REGION
House Moreland,IN_REGION,The Westerlands,IN_REGION
House Gower,IN_REGION,The Stormlands,IN_REGION
House Grey,IN_REGION,The Riverlands,IN_REGION
House Shell,IN_REGION,Dorne,IN_REGION
House Morrigen of Crow's Nest,IN_REGION,The Stormlands,IN_REGION
House Cave,IN_REGION,The Crownlands,IN_REGION
House Cuy of Sunhouse,IN_REGION,The Reach,IN_REGION
House Merryweather of Longtable,IN_REGION,The Reach,IN_REGION
House Toland of Ghost Hill,IN_REGION,Dorne,IN_REGION
House Whitehill,IN_REGION,The North,IN_REGION
House Justman,IN_REGION,The Riverlands,IN_REGION
House Yronwood of Yronwood,IN_REGION,Dorne,IN_REGION
House Vance of Atranta,IN_REGION,The Riverlands,IN_REGION
House Lynderly of the Snakewood,IN_REGION,The Vale,IN_REGION
House Nutt,IN_REGION,The Riverlands,IN_REGION
House Ryder of the Rills,IN_REGION,The North,IN_REGION
House Amber,IN_REGION,The North,IN_REGION
House Norridge,IN_REGION,The Reach,IN_REGION
House Beesbury of Honeyholt,IN_REGION,The Reach,IN_REGION
House Stonehouse of Old Wyk,IN_REGION,Iron Islands,IN_REGION
House Ruttiger,IN_REGION,The Westerlands,IN_REGION
House Caswell of Bitterbridge,IN_REGION,The Reach,IN_REGION
House Wydman,IN_REGION,The Vale,IN_REGION
House Oakheart of Old Oak,IN_REGION,The Reach,IN_REGION
House Boggs of Crackclaw Point,IN_REGION,The Crownlands,IN_REGION
House Cockshaw,IN_REGION,The Reach,IN_REGION
House Follard,IN_REGION,The Crownlands,IN_REGION
House Ferren,IN_REGION,The Westerlands,IN_REGION
House Glenmore,IN_REGION,The North,IN_REGION
House Cray,IN_REGION,The Neck,IN_REGION
House Reed of Greywater Watch,IN_REGION,The Neck,IN_REGION
House Harlaw of Grey Garden,IN_REGION,Iron Islands,IN_REGION
House Spicer of Castamere,IN_REGION,The Westerlands,IN_REGION
House Chyttering,IN_REGION,The Crownlands,IN_REGION
House Fisher,IN_REGION,The Riverlands,IN_REGION
House Marsh,IN_REGION,The North,IN_REGION
House Myre of Harlaw,IN_REGION,Iron Islands,IN_REGION
House Ball,IN_REGION,The Reach,IN_REGION
House Drumm of Old Wyk,IN_REGION,Iron Islands,IN_REGION
House Shell,IN_REGION,The Vale,IN_REGION
House Redbeard,IN_REGION,Beyond the Wall,IN_REGION
House Bettley,IN_REGION,The Westerlands,IN_REGION
House Nayland of Hag's Mire,IN_REGION,The Riverlands,IN_REGION
House Lefford of the Golden Tooth,IN_REGION,The Westerlands,IN_REGION
House Greenfield of Greenfield,IN_REGION,The Westerlands,IN_REGION
House Lyberr,IN_REGION,The Reach,IN_REGION
House Oldflowers,IN_REGION,The Reach,IN_REGION
House Royce of the Gates of the Moon,IN_REGION,The Vale,IN_REGION
House Lowther,IN_REGION,The Reach,IN_REGION
House Blacktyde of Blacktyde,IN_REGION,Iron Islands,IN_REGION
House Stout of Goldgrass,IN_REGION,The North,IN_REGION
House Bridges,IN_REGION,The Reach,IN_REGION
House Selmy of Harvest Hall,IN_REGION,The Stormlands,IN_REGION
House Waterman,IN_REGION,The North,IN_REGION
House Crakehall of Crakehall,IN_REGION,The Westerlands,IN_REGION
House Rowan of Goldengrove,IN_REGION,The Reach,IN_REGION
House Hardyng,IN_REGION,The Vale,IN_REGION
House Cordwayner of Hammerhal,IN_REGION,The Reach,IN_REGION
House Lake,IN_REGION,Dorne,IN_REGION
House Dargood,IN_REGION,The Crownlands,IN_REGION
House Jast,IN_REGION,The Westerlands,IN_REGION
House Greyjoy of Pyke,IN_REGION,Iron Islands,IN_REGION
House Lannister of Darry,IN_REGION,The Riverlands,IN_REGION
House Mormont of Bear Island,IN_REGION,The North,IN_REGION
House Mudd of Oldstones,IN_REGION,The Riverlands,IN_REGION
House Briar,IN_REGION,Dorne,IN_REGION
House Turnberry,IN_REGION,The Westerlands,IN_REGION
House Grafton of Gulltown,IN_REGION,The Vale,IN_REGION
House Bushy,IN_REGION,The Reach,IN_REGION
House Dalt of Lemonwood,IN_REGION,Dorne,IN_REGION
House Strong of Harrenhal,IN_REGION,The Riverlands,IN_REGION
House Crane of Red Lake,IN_REGION,The Reach,IN_REGION
House Vance of Wayfarer's Rest,IN_REGION,The Riverlands,IN_REGION
House Rhysling,IN_REGION,The Reach,IN_REGION
House Peckledon,IN_REGION,The Westerlands,IN_REGION
House Coldwater of Coldwater Burn,IN_REGION,The Vale,IN_REGION
House Estermont of Greenstone,IN_REGION,The Stormlands,IN_REGION
House Osgrey of Standfast,IN_REGION,The Reach,IN_REGION
House Hetherspoon,SWORN_TO,House Lannister of Casterly Rock,SWORN_TO
House Belmore of Strongsong,SWORN_TO,House Arryn of the Eyrie,SWORN_TO
House Graves,SWORN_TO,House Tyrell of Highgarden,SWORN_TO
House Hollard,SWORN_TO,House Darklyn of Duskendale,SWORN_TO
House Towers of Harrenhal,SWORN_TO,House Tully of Riverrun,SWORN_TO
House Westbrook,SWORN_TO,House Tyrell of Highgarden,SWORN_TO
House Ruthermont,SWORN_TO,House Arryn of the Eyrie,SWORN_TO
House Blackbar of Bandallon,SWORN_TO,House Tyrell of Highgarden,SWORN_TO
House Upcliff,SWORN_TO,House Arryn of the Eyrie,SWORN_TO
House Leygood,SWORN_TO,House Tyrell of Highgarden,SWORN_TO
House Kettleblack,SWORN_TO,House Baratheon of King's Landing,SWORN_TO
House Deddings,SWORN_TO,House Baelish of Harrenhal,SWORN_TO
House Wagstaff,SWORN_TO,House Baratheon of Storm's End,SWORN_TO
House Erenford,SWORN_TO,House Frey of the Crossing,SWORN_TO
House Velaryon of Driftmark,SWORN_TO,House Baratheon of Dragonstone,SWORN_TO
House Cuy of Sunhouse,SWORN_TO,House Hightower of the Hightower,SWORN_TO
House Nymeros Martell of Sunspear,SWORN_TO,House Baratheon of King's Landing,SWORN_TO
House Frey of Riverrun,SWORN_TO,House Baelish of Harrenhal,SWORN_TO
House Peasebury of Poddingfield,SWORN_TO,House Baratheon of Dragonstone,SWORN_TO
House Langward,SWORN_TO,House Baratheon of King's Landing,SWORN_TO
House Chyttering,SWORN_TO,House Baratheon of King's Landing,SWORN_TO
House Long,SWORN_TO,House Bolton of the Dreadfort,SWORN_TO
House Swann of Stonehelm,SWORN_TO,House Baratheon of Storm's End,SWORN_TO
House Lynderly of the Snakewood,SWORN_TO,House Arryn of the Eyrie,SWORN_TO
House Vance of Atranta,SWORN_TO,House Baelish of Harrenhal,SWORN_TO
House Haigh,SWORN_TO,House Frey of the Crossing,SWORN_TO
House Drinkwater,SWORN_TO,House Yronwood of Yronwood,SWORN_TO
House Corbray of Heart's Home,SWORN_TO,House Arryn of the Eyrie,SWORN_TO
House Longthorpe of Longsister,SWORN_TO,House Sunderland of the Three Sisters,SWORN_TO
House Morrigen of Crow's Nest,SWORN_TO,House Baratheon of Storm's End,SWORN_TO
House Cerwyn of Cerwyn,SWORN_TO,House Bolton of the Dreadfort,SWORN_TO
House Durwell,SWORN_TO,House Tyrell of Highgarden,SWORN_TO
House Trant of Gallowsgrey,SWORN_TO,House Baratheon of Storm's End,SWORN_TO
House Swygert,SWORN_TO,House Baratheon of Storm's End,SWORN_TO
House Ryger of Willow Wood,SWORN_TO,House Baelish of Harrenhal,SWORN_TO
House Wensington,SWORN_TO,House Baratheon of Storm's End,SWORN_TO
House Sunglass of Sweetport Sound,SWORN_TO,House Baratheon of Dragonstone,SWORN_TO
House Lipps,SWORN_TO,House Arryn of the Eyrie,SWORN_TO
House Kyndall,SWORN_TO,House Lannister of Casterly Rock,SWORN_TO
House Norcross,SWORN_TO,House Tyrell of Highgarden,SWORN_TO
House Harlaw of Harlaw,SWORN_TO,House Greyjoy of Pyke,SWORN_TO
House Goodbrother of Orkmont,SWORN_TO,House Greyjoy of Pyke,SWORN_TO
House Payne,SWORN_TO,House Lannister of Casterly Rock,SWORN_TO
House Stark of Winterfell,SWORN_TO,House Baratheon of King's Landing,SWORN_TO
House Estermont of Greenstone,SWORN_TO,House Baratheon of King's Landing,SWORN_TO
House Lydden of Deep Den,SWORN_TO,House Lannister of Casterly Rock,SWORN_TO
House Fossoway of New Barrel,SWORN_TO,House Tyrell of Highgarden,SWORN_TO
House Blackfyre of King's Landing,SWORN_TO,House Targaryen of King's Landing,SWORN_TO
House Waterman,SWORN_TO,House Bolton of the Dreadfort,SWORN_TO
House Woolfield,SWORN_TO,House Bolton of the Dreadfort,SWORN_TO
House Baelish of the Fingers,SWORN_TO,House Arryn of the Eyrie,SWORN_TO
House Saltcliffe of Saltcliffe,SWORN_TO,House Greyjoy of Pyke,SWORN_TO
House Orkwood of Orkmont,SWORN_TO,House Greyjoy of Pyke,SWORN_TO
House Elesham of the Paps,SWORN_TO,House Arryn of the Eyrie,SWORN_TO
House Codd,SWORN_TO,House Greyjoy of Pyke,SWORN_TO
House Yronwood of Yronwood,SWORN_TO,House Nymeros Martell of Sunspear,SWORN_TO
House Grafton of Gulltown,SWORN_TO,House Arryn of the Eyrie,SWORN_TO
House Hogg of Sow's Horn,SWORN_TO,House Hayford of Hayford,SWORN_TO
House Sunderly of Saltcliffe,SWORN_TO,House Greyjoy of Pyke,SWORN_TO
House Mallister of Seagard,SWORN_TO,House Baelish of Harrenhal,SWORN_TO
House Tudbury,SWORN_TO,House Baratheon of Storm's End,SWORN_TO
House Seaworth of Cape Wrath,SWORN_TO,House Baratheon of Dragonstone,SWORN_TO
House Farwynd of Sealskin Point,SWORN_TO,House Greyjoy of Pyke,SWORN_TO
House Allyrion of Godsgrace,SWORN_TO,House Nymeros Martell of Sunspear,SWORN_TO
House Florent of Brightwater Keep,SWORN_TO,House Baratheon of Dragonstone,SWORN_TO
House Hawick of Saltpans,SWORN_TO,House Baelish of Harrenhal,SWORN_TO
House Dustin of Barrowton,SWORN_TO,House Bolton of the Dreadfort,SWORN_TO
House Darry of Darry,SWORN_TO,House Baelish of Harrenhal,SWORN_TO
House Bettley,SWORN_TO,House Lannister of Casterly Rock,SWORN_TO
House Errol of Haystack Hall,SWORN_TO,House Baratheon of Storm's End,SWORN_TO
House Edgerton,SWORN_TO,House Baratheon of King's Landing,SWORN_TO
House Blackwood of Raventree Hall,SWORN_TO,House Baelish of Harrenhal,SWORN_TO
House Ashwood,SWORN_TO,House Bolton of the Dreadfort,SWORN_TO
House Dalt of Lemonwood,SWORN_TO,House Nymeros Martell of Sunspear,SWORN_TO
House Conklyn,SWORN_TO,House Tyrell of Highgarden,SWORN_TO
House Sarwyck,SWORN_TO,House Lannister of Casterly Rock,SWORN_TO
House Footly of Tumbleton,SWORN_TO,House Tyrell of Highgarden,SWORN_TO
House Greengood,SWORN_TO,House Reed of Greywater Watch,SWORN_TO
House Farring,SWORN_TO,House Baratheon of Dragonstone,SWORN_TO
House Cox of Saltpans,SWORN_TO,House Tully of Riverrun,SWORN_TO
House Baratheon of Storm's End,FOUNDED_BY,Orys Baratheon,FOUNDED_BY
House Durrandon,FOUNDED_BY,Durran,FOUNDED_BY
House Gardener of Highgarden,FOUNDED_BY,Garth the Gardener,FOUNDED_BY
House Justman,FOUNDED_BY,Benedict I Justman,FOUNDED_BY
House Beesbury of Honeyholt,FOUNDED_BY,Ellyn Ever Sweet,FOUNDED_BY
House Crakehall of Crakehall,FOUNDED_BY,Crake,FOUNDED_BY
House Baratheon of King's Landing,FOUNDED_BY,Robert I Baratheon,FOUNDED_BY
House Redwyne of the Arbor,FOUNDED_BY,Gilbert of the Vines,FOUNDED_BY
House Vance of Wayfarer's Rest,FOUNDED_BY,Armistead Vance,FOUNDED_BY
Daenaera Velaryon,PARENT_OF,Daeron I,PARENT_OF
Daemon Targaryen,PARENT_OF,Aegon III,PARENT_OF
Daeron II,PARENT_OF,Aerys I,PARENT_OF
Eddard Stark,PARENT_OF,Robb Stark,PARENT_OF
Robert I Baratheon,PARENT_OF,Joffrey Baratheon,PARENT_OF
Halleck Hoare,PARENT_OF,Harren Hoare,PARENT_OF
Daenaera Velaryon,PARENT_OF,Baelor I,PARENT_OF
Mariah Martell,PARENT_OF,Aerys I,PARENT_OF
Brandon Stark,PARENT_OF,Brandon Stark,PARENT_OF
Betharios,PARENT_OF,Alyx Frey,PARENT_OF
Jaehaerys II,PARENT_OF,Aerys II,PARENT_OF
Mariah Martell,PARENT_OF,Maekar I,PARENT_OF
Horas Redwyne,HEIR_TO,House Redwyne of the Arbor,HEIR_TO
Richard Morrigen,HEIR_TO,House Morrigen of Crow's Nest,HEIR_TO
Arianne Martell,HEIR_TO,House Nymeros Martell of Sunspear,HEIR_TO
Melessa Florent,HEIR_TO,House Florent of Brightwater Keep,HEIR_TO
Brynden Blackwood,HEIR_TO,House Blackwood of Raventree Hall,HEIR_TO
Shireen Baratheon,HEIR_TO,House Baratheon of Dragonstone,HEIR_TO
Ramsay Snow,HEIR_TO,House Bolton of the Dreadfort,HEIR_TO
Gyles Farwynd,HEIR_TO,House Farwynd of the Lonely Light,HEIR_TO
Mors Manwoody,HEIR_TO,House Manwoody of Kingsgrave,HEIR_TO
Harrold Hardyng,HEIR_TO,House Arryn of the Eyrie,HEIR_TO
Ryon Allyrion,HEIR_TO,House Allyrion of Godsgrace,HEIR_TO
Devan Seaworth,HEIR_TO,House Seaworth of Cape Wrath,HEIR_TO
House Foote of Nightsong,BRANCH_OF,House Foote,BRANCH_OF
House Osgrey of Standfast,BRANCH_OF,House Rowan of Goldengrove,BRANCH_OF
House Lanny,BRANCH_OF,House Lannister of Casterly Rock,BRANCH_OF
House Karstark of Karhold,BRANCH_OF,House Stark of Winterfell,BRANCH_OF
House Wensington,BRANCH_OF,House Baratheon of Storm's End,BRANCH_OF
House Bolling,BRANCH_OF,House Baratheon of Storm's End,BRANCH_OF
House Harlaw of Harlaw Hall,BRANCH_OF,House Harlaw of Harlaw,BRANCH_OF
House Fossoway of New Barrel,BRANCH_OF,House Fossoway of Cider Hall,BRANCH_OF
House Vikary,BRANCH_OF,House Reyne of Castamere,BRANCH_OF
